id,date,season,year,month,holiday,weekday,workingday,weather,atemp,casual,registered,count
526,2012-06-09,summer,2012,Juni,not holiday,saturday,restday,clear & partly cloudy,0.648367,2708,4790,7498
527,2012-06-10,summer,2012,Juni,not holiday,sunday,restday,clear & partly cloudy,0.663517,2224,4374,6598
528,2012-06-11,summer,2012,Juni,not holiday,monday,workday,mist & cloudy,0.659721,1017,5647,6664
529,2012-06-12,summer,2012,Juni,not holiday,tuesday,workday,mist & cloudy,0.597875,477,4495,4972
530,2012-06-13,summer,2012,Juni,not holiday,wednesday,workday,clear & partly cloudy,0.611117,1173,6248,7421
531,2012-06-14,summer,2012,Juni,not holiday,thursday,workday,clear & partly cloudy,0.624383,1180,6183,7363
532,2012-06-15,summer,2012,Juni,not holiday,friday,workday,clear & partly cloudy,0.599754,1563,6102,7665
533,2012-06-16,summer,2012,Juni,not holiday,saturday,restday,clear & partly cloudy,0.594708,2963,4739,7702
534,2012-06-17,summer,2012,Juni,not holiday,sunday,restday,clear & partly cloudy,0.571975,2634,4344,6978
535,2012-06-18,summer,2012,Juni,not holiday,monday,workday,mist & cloudy,0.544842,653,4446,5099
536,2012-06-19,summer,2012,Juni,not holiday,tuesday,workday,clear & partly cloudy,0.654692,968,5857,6825
537,2012-06-20,summer,2012,Juni,not holiday,wednesday,workday,clear & partly cloudy,0.720975,872,5339,6211
538,2012-06-21,fall,2012,Juni,not holiday,thursday,workday,clear & partly cloudy,0.752542,778,5127,5905
539,2012-06-22,fall,2012,Juni,not holiday,friday,workday,clear & partly cloudy,0.724121,964,4859,5823
540,2012-06-23,fall,2012,Juni,not holiday,saturday,restday,clear & partly cloudy,0.652792,2657,4801,7458
541,2012-06-24,fall,2012,Juni,not holiday,sunday,restday,clear & partly cloudy,0.674254,2551,4340,6891
542,2012-06-25,fall,2012,Juni,not holiday,monday,workday,clear & partly cloudy,0.654042,1139,5640,6779
543,2012-06-26,fall,2012,Juni,not holiday,tuesday,workday,clear & partly cloudy,0.594704,1077,6365,7442
544,2012-06-27,fall,2012,Juni,not holiday,wednesday,workday,clear & partly cloudy,0.640792,1077,6258,7335
545,2012-06-28,fall,2012,Juni,not holiday,thursday,workday,clear & partly cloudy,0.675512,921,5958,6879
546,2012-06-29,fall,2012,Juni,not holiday,friday,workday,clear & partly cloudy,0.786613,829,4634,5463
547,2012-06-30,fall,2012,Juni,not holiday,saturday,restday,clear & partly cloudy,0.687508,1455,4232,5687
548,2012-07-01,fall,2012,Juli,not holiday,sunday,restday,clear & partly cloudy,0.750629,1421,4110,5531
549,2012-07-02,fall,2012,Juli,not holiday,monday,workday,clear & partly cloudy,0.702038,904,5323,6227
550,2012-07-03,fall,2012,Juli,not holiday,tuesday,workday,clear & partly cloudy,0.70265,1052,5608,6660
551,2012-07-04,fall,2012,Juli,holiday,wednesday,restday,clear & partly cloudy,0.732337,2562,4841,7403
552,2012-07-05,fall,2012,Juli,not holiday,thursday,workday,clear & partly cloudy,0.761367,1405,4836,6241
553,2012-07-06,fall,2012,Juli,not holiday,friday,workday,clear & partly cloudy,0.752533,1366,4841,6207
554,2012-07-07,fall,2012,Juli,not holiday,saturday,restday,clear & partly cloudy,0.804913,1448,3392,4840
555,2012-07-08,fall,2012,Juli,not holiday,sunday,restday,clear & partly cloudy,0.790396,1203,3469,4672
556,2012-07-09,fall,2012,Juli,not holiday,monday,workday,mist & cloudy,0.654054,998,5571,6569
557,2012-07-10,fall,2012,Juli,not holiday,tuesday,workday,mist & cloudy,0.664796,954,5336,6290
558,2012-07-11,fall,2012,Juli,not holiday,wednesday,workday,clear & partly cloudy,0.650271,975,6289,7264
559,2012-07-12,fall,2012,Juli,not holiday,thursday,workday,clear & partly cloudy,0.654683,1032,6414,7446
560,2012-07-13,fall,2012,Juli,not holiday,friday,workday,mist & cloudy,0.667933,1511,5988,7499
561,2012-07-14,fall,2012,Juli,not holiday,saturday,restday,mist & cloudy,0.666042,2355,4614,6969
562,2012-07-15,fall,2012,Juli,not holiday,sunday,restday,clear & partly cloudy,0.705196,1920,4111,6031
563,2012-07-16,fall,2012,Juli,not holiday,monday,workday,clear & partly cloudy,0.724125,1088,5742,6830
564,2012-07-17,fall,2012,Juli,not holiday,tuesday,workday,clear & partly cloudy,0.755683,921,5865,6786
565,2012-07-18,fall,2012,Juli,not holiday,wednesday,workday,clear & partly cloudy,0.745583,799,4914,5713
566,2012-07-19,fall,2012,Juli,not holiday,thursday,workday,clear & partly cloudy,0.714642,888,5703,6591
567,2012-07-20,fall,2012,Juli,not holiday,friday,workday,mist & cloudy,0.613025,747,5123,5870
568,2012-07-21,fall,2012,Juli,not holiday,saturday,restday,light snow & light rain,0.549912,1264,3195,4459
569,2012-07-22,fall,2012,Juli,not holiday,sunday,restday,mist & cloudy,0.623125,2544,4866,7410
570,2012-07-23,fall,2012,Juli,not holiday,monday,workday,clear & partly cloudy,0.690017,1135,5831,6966
571,2012-07-24,fall,2012,Juli,not holiday,tuesday,workday,clear & partly cloudy,0.70645,1140,6452,7592
572,2012-07-25,fall,2012,Juli,not holiday,wednesday,workday,clear & partly cloudy,0.654054,1383,6790,8173
573,2012-07-26,fall,2012,Juli,not holiday,thursday,workday,clear & partly cloudy,0.739263,1036,5825,6861
574,2012-07-27,fall,2012,Juli,not holiday,friday,workday,clear & partly cloudy,0.734217,1259,5645,6904
575,2012-07-28,fall,2012,Juli,not holiday,saturday,restday,clear & partly cloudy,0.697604,2234,4451,6685
576,2012-07-29,fall,2012,Juli,not holiday,sunday,restday,clear & partly cloudy,0.667933,2153,4444,6597
577,2012-07-30,fall,2012,Juli,not holiday,monday,workday,clear & partly cloudy,0.684987,1040,6065,7105
578,2012-07-31,fall,2012,Juli,not holiday,tuesday,workday,clear & partly cloudy,0.662896,968,6248,7216
579,2012-08-01,fall,2012,Augustus,not holiday,wednesday,workday,clear & partly cloudy,0.667308,1074,6506,7580
580,2012-08-02,fall,2012,Augustus,not holiday,thursday,workday,clear & partly cloudy,0.707088,983,6278,7261
581,2012-08-03,fall,2012,Augustus,not holiday,friday,workday,mist & cloudy,0.722867,1328,5847,7175
582,2012-08-04,fall,2012,Augustus,not holiday,saturday,restday,clear & partly cloudy,0.751267,2345,4479,6824
583,2012-08-05,fall,2012,Augustus,not holiday,sunday,restday,clear & partly cloudy,0.731079,1707,3757,5464
584,2012-08-06,fall,2012,Augustus,not holiday,monday,workday,mist & cloudy,0.710246,1233,5780,7013
585,2012-08-07,fall,2012,Augustus,not holiday,tuesday,workday,mist & cloudy,0.697621,1278,5995,7273
586,2012-08-08,fall,2012,Augustus,not holiday,wednesday,workday,mist & cloudy,0.707717,1263,6271,7534
587,2012-08-09,fall,2012,Augustus,not holiday,thursday,workday,clear & partly cloudy,0.699508,1196,6090,7286
588,2012-08-10,fall,2012,Augustus,not holiday,friday,workday,mist & cloudy,0.667942,1065,4721,5786
589,2012-08-11,fall,2012,Augustus,not holiday,saturday,restday,mist & cloudy,0.638267,2247,4052,6299
590,2012-08-12,fall,2012,Augustus,not holiday,sunday,restday,clear & partly cloudy,0.644579,2182,4362,6544
591,2012-08-13,fall,2012,Augustus,not holiday,monday,workday,clear & partly cloudy,0.662254,1207,5676,6883
592,2012-08-14,fall,2012,Augustus,not holiday,tuesday,workday,clear & partly cloudy,0.676779,1128,5656,6784
593,2012-08-15,fall,2012,Augustus,not holiday,wednesday,workday,clear & partly cloudy,0.654037,1198,6149,7347
594,2012-08-16,fall,2012,Augustus,not holiday,thursday,workday,clear & partly cloudy,0.654688,1338,6267,7605
595,2012-08-17,fall,2012,Augustus,not holiday,friday,workday,clear & partly cloudy,0.2424,1483,5665,7148
596,2012-08-18,fall,2012,Augustus,not holiday,saturday,restday,clear & partly cloudy,0.618071,2827,5038,7865
597,2012-08-19,fall,2012,Augustus,not holiday,sunday,restday,mist & cloudy,0.603554,1208,3341,4549
598,2012-08-20,fall,2012,Augustus,not holiday,monday,workday,mist & cloudy,0.595967,1026,5504,6530
599,2012-08-21,fall,2012,Augustus,not holiday,tuesday,workday,clear & partly cloudy,0.601025,1081,5925,7006
600,2012-08-22,fall,2012,Augustus,not holiday,wednesday,workday,clear & partly cloudy,0.621854,1094,6281,7375
601,2012-08-23,fall,2012,Augustus,not holiday,thursday,workday,clear & partly cloudy,0.637008,1363,6402,7765
602,2012-08-24,fall,2012,Augustus,not holiday,friday,workday,mist & cloudy,0.6471,1325,6257,7582
603,2012-08-25,fall,2012,Augustus,not holiday,saturday,restday,mist & cloudy,0.618696,1829,4224,6053
604,2012-08-26,fall,2012,Augustus,not holiday,sunday,restday,mist & cloudy,0.595996,1483,3772,5255
605,2012-08-27,fall,2012,Augustus,not holiday,monday,workday,clear & partly cloudy,0.654688,989,5928,6917
606,2012-08-28,fall,2012,Augustus,not holiday,tuesday,workday,clear & partly cloudy,0.66605,935,6105,7040
607,2012-08-29,fall,2012,Augustus,not holiday,wednesday,workday,clear & partly cloudy,0.635733,1177,6520,7697
608,2012-08-30,fall,2012,Augustus,not holiday,thursday,workday,clear & partly cloudy,0.652779,1172,6541,7713
609,2012-08-31,fall,2012,Augustus,not holiday,friday,workday,clear & partly cloudy,0.6894,1433,5917,7350
610,2012-09-01,fall,2012,September,not holiday,saturday,restday,mist & cloudy,0.702654,2352,3788,6140
611,2012-09-02,fall,2012,September,not holiday,sunday,restday,mist & cloudy,0.649,2613,3197,5810
612,2012-09-03,fall,2012,September,holiday,monday,restday,clear & partly cloudy,0.661629,1965,4069,6034
613,2012-09-04,fall,2012,September,not holiday,tuesday,workday,clear & partly cloudy,0.686888,867,5997,6864
614,2012-09-05,fall,2012,September,not holiday,wednesday,workday,clear & partly cloudy,0.708983,832,6280,7112
615,2012-09-06,fall,2012,September,not holiday,thursday,workday,mist & cloudy,0.655329,611,5592,6203
616,2012-09-07,fall,2012,September,not holiday,friday,workday,clear & partly cloudy,0.657204,1045,6459,7504
617,2012-09-08,fall,2012,September,not holiday,saturday,restday,mist & cloudy,0.611121,1557,4419,5976
618,2012-09-09,fall,2012,September,not holiday,sunday,restday,clear & partly cloudy,0.578925,2570,5657,8227
619,2012-09-10,fall,2012,September,not holiday,monday,workday,clear & partly cloudy,0.565654,1118,6407,7525
620,2012-09-11,fall,2012,September,not holiday,tuesday,workday,clear & partly cloudy,0.554292,1070,6697,7767
621,2012-09-12,fall,2012,September,not holiday,wednesday,workday,clear & partly cloudy,0.570075,1050,6820,7870
622,2012-09-13,fall,2012,September,not holiday,thursday,workday,clear & partly cloudy,0.579558,1054,6750,7804
623,2012-09-14,fall,2012,September,not holiday,friday,workday,clear & partly cloudy,0.594083,1379,6630,8009
624,2012-09-15,fall,2012,September,not holiday,saturday,restday,clear & partly cloudy,0.585867,3160,5554,8714
625,2012-09-16,fall,2012,September,not holiday,sunday,restday,clear & partly cloudy,0.563125,2166,5167,7333
626,2012-09-17,fall,2012,September,not holiday,monday,workday,mist & cloudy,0.55305,1022,5847,6869
627,2012-09-18,fall,2012,September,not holiday,tuesday,workday,mist & cloudy,0.565067,371,3702,4073
628,2012-09-19,fall,2012,September,not holiday,wednesday,workday,clear & partly cloudy,0.540404,788,6803,7591
629,2012-09-20,fall,2012,September,not holiday,thursday,workday,clear & partly cloudy,0.532192,939,6781,7720
630,2012-09-21,fall,2012,September,not holiday,friday,workday,clear & partly cloudy,0.571971,1250,6917,8167
631,2012-09-22,fall,2012,September,not holiday,saturday,restday,clear & partly cloudy,0.610488,2512,5883,8395
632,2012-09-23,winter,2012,September,not holiday,sunday,restday,clear & partly cloudy,0.518933,2454,5453,7907
633,2012-09-24,winter,2012,September,not holiday,monday,workday,clear & partly cloudy,0.502513,1001,6435,7436
634,2012-09-25,winter,2012,September,not holiday,tuesday,workday,clear & partly cloudy,0.544179,845,6693,7538
635,2012-09-26,winter,2012,September,not holiday,wednesday,workday,clear & partly cloudy,0.596613,787,6946,7733
636,2012-09-27,winter,2012,September,not holiday,thursday,workday,mist & cloudy,0.607975,751,6642,7393
637,2012-09-28,winter,2012,September,not holiday,friday,workday,mist & cloudy,0.585863,1045,6370,7415
638,2012-09-29,winter,2012,September,not holiday,saturday,restday,clear & partly cloudy,0.530296,2589,5966,8555
639,2012-09-30,winter,2012,September,not holiday,sunday,restday,clear & partly cloudy,0.517663,2015,4874,6889
640,2012-10-01,winter,2012,Oktober,not holiday,monday,workday,mist & cloudy,0.512,763,6015,6778
641,2012-10-02,winter,2012,Oktober,not holiday,tuesday,workday,light snow & light rain,0.542333,315,4324,4639
642,2012-10-03,winter,2012,Oktober,not holiday,wednesday,workday,mist & cloudy,0.599133,728,6844,7572
643,2012-10-04,winter,2012,Oktober,not holiday,thursday,workday,mist & cloudy,0.607975,891,6437,7328
644,2012-10-05,winter,2012,Oktober,not holiday,friday,workday,clear & partly cloudy,0.580187,1516,6640,8156
645,2012-10-06,winter,2012,Oktober,not holiday,saturday,restday,clear & partly cloudy,0.538521,3031,4934,7965
646,2012-10-07,winter,2012,Oktober,not holiday,sunday,restday,mist & cloudy,0.419813,781,2729,3510
647,2012-10-08,winter,2012,Oktober,holiday,monday,restday,mist & cloudy,0.387608,874,4604,5478
648,2012-10-09,winter,2012,Oktober,not holiday,tuesday,workday,mist & cloudy,0.438112,601,5791,6392
649,2012-10-10,winter,2012,Oktober,not holiday,wednesday,workday,clear & partly cloudy,0.503142,780,6911,7691
650,2012-10-11,winter,2012,Oktober,not holiday,thursday,workday,clear & partly cloudy,0.431167,834,6736,7570
651,2012-10-12,winter,2012,Oktober,not holiday,friday,workday,clear & partly cloudy,0.433071,1060,6222,7282
652,2012-10-13,winter,2012,Oktober,not holiday,saturday,restday,clear & partly cloudy,0.391396,2252,4857,7109
653,2012-10-14,winter,2012,Oktober,not holiday,sunday,restday,clear & partly cloudy,0.508204,2080,4559,6639
654,2012-10-15,winter,2012,Oktober,not holiday,monday,workday,mist & cloudy,0.53915,760,5115,5875
655,2012-10-16,winter,2012,Oktober,not holiday,tuesday,workday,clear & partly cloudy,0.460846,922,6612,7534
656,2012-10-17,winter,2012,Oktober,not holiday,wednesday,workday,clear & partly cloudy,0.450108,979,6482,7461
657,2012-10-18,winter,2012,Oktober,not holiday,thursday,workday,mist & cloudy,0.512625,1008,6501,7509
658,2012-10-19,winter,2012,Oktober,not holiday,friday,workday,mist & cloudy,0.537896,753,4671,5424
659,2012-10-20,winter,2012,Oktober,not holiday,saturday,restday,clear & partly cloudy,0.472842,2806,5284,8090
660,2012-10-21,winter,2012,Oktober,not holiday,sunday,restday,clear & partly cloudy,0.456429,2132,4692,6824
661,2012-10-22,winter,2012,Oktober,not holiday,monday,workday,clear & partly cloudy,0.482942,830,6228,7058
662,2012-10-23,winter,2012,Oktober,not holiday,tuesday,workday,clear & partly cloudy,0.530304,841,6625,7466
663,2012-10-24,winter,2012,Oktober,not holiday,wednesday,workday,clear & partly cloudy,0.558721,795,6898,7693
664,2012-10-25,winter,2012,Oktober,not holiday,thursday,workday,mist & cloudy,0.529688,875,6484,7359
665,2012-10-26,winter,2012,Oktober,not holiday,friday,workday,mist & cloudy,0.52275,1182,6262,7444
666,2012-10-27,winter,2012,Oktober,not holiday,saturday,restday,mist & cloudy,0.515133,2643,5209,7852
667,2012-10-28,winter,2012,Oktober,not holiday,sunday,restday,mist & cloudy,0.467771,998,3461,4459
668,2012-10-29,winter,2012,Oktober,not holiday,monday,workday,light snow & light rain,0.4394,2,20,22
669,2012-10-30,winter,2012,Oktober,not holiday,tuesday,workday,mist & cloudy,0.309909,87,1009,1096
670,2012-10-31,winter,2012,Oktober,not holiday,wednesday,workday,mist & cloudy,0.3611,419,5147,5566
671,2012-11-01,winter,2012,November,not holiday,thursday,workday,mist & cloudy,0.369942,466,5520,5986
672,2012-11-02,winter,2012,November,not holiday,friday,workday,clear & partly cloudy,0.356042,618,5229,5847
673,2012-11-03,winter,2012,November,not holiday,saturday,restday,mist & cloudy,0.323846,1029,4109,5138
674,2012-11-04,winter,2012,November,not holiday,sunday,restday,clear & partly cloudy,0.329538,1201,3906,5107
675,2012-11-05,winter,2012,November,not holiday,monday,workday,clear & partly cloudy,0.308075,378,4881,5259
676,2012-11-06,winter,2012,November,not holiday,tuesday,workday,clear & partly cloudy,0.281567,466,5220,5686
677,2012-11-07,winter,2012,November,not holiday,wednesday,workday,mist & cloudy,0.274621,326,4709,5035
678,2012-11-08,winter,2012,November,not holiday,thursday,workday,clear & partly cloudy,0.341891,340,4975,5315
679,2012-11-09,winter,2012,November,not holiday,friday,workday,clear & partly cloudy,0.355413,709,5283,5992
680,2012-11-10,winter,2012,November,not holiday,saturday,restday,clear & partly cloudy,0.393937,2090,4446,6536
681,2012-11-11,winter,2012,November,not holiday,sunday,restday,clear & partly cloudy,0.421713,2290,4562,6852
682,2012-11-12,winter,2012,November,holiday,monday,restday,clear & partly cloudy,0.475383,1097,5172,6269
683,2012-11-13,winter,2012,November,not holiday,tuesday,workday,mist & cloudy,0.323225,327,3767,4094
684,2012-11-14,winter,2012,November,not holiday,wednesday,workday,clear & partly cloudy,0.281563,373,5122,5495
685,2012-11-15,winter,2012,November,not holiday,thursday,workday,mist & cloudy,0.324492,320,5125,5445
686,2012-11-16,winter,2012,November,not holiday,friday,workday,clear & partly cloudy,0.347204,484,5214,5698
687,2012-11-17,winter,2012,November,not holiday,saturday,restday,clear & partly cloudy,0.326383,1313,4316,5629
688,2012-11-18,winter,2012,November,not holiday,sunday,restday,clear & partly cloudy,0.337746,922,3747,4669
689,2012-11-19,winter,2012,November,not holiday,monday,workday,mist & cloudy,0.375621,449,5050,5499
690,2012-11-20,winter,2012,November,not holiday,tuesday,workday,mist & cloudy,0.380667,534,5100,5634
691,2012-11-21,winter,2012,November,not holiday,wednesday,workday,clear & partly cloudy,0.364892,615,4531,5146
692,2012-11-22,winter,2012,November,holiday,thursday,restday,clear & partly cloudy,0.350371,955,1470,2425
693,2012-11-23,winter,2012,November,not holiday,friday,workday,clear & partly cloudy,0.378779,1603,2307,3910
694,2012-11-24,winter,2012,November,not holiday,saturday,restday,clear & partly cloudy,0.248742,532,1745,2277
695,2012-11-25,winter,2012,November,not holiday,sunday,restday,clear & partly cloudy,0.257583,309,2115,2424
696,2012-11-26,winter,2012,November,not holiday,monday,workday,clear & partly cloudy,0.339004,337,4750,5087
697,2012-11-27,winter,2012,November,not holiday,tuesday,workday,mist & cloudy,0.281558,123,3836,3959
698,2012-11-28,winter,2012,November,not holiday,wednesday,workday,clear & partly cloudy,0.289762,198,5062,5260
699,2012-11-29,winter,2012,November,not holiday,thursday,workday,clear & partly cloudy,0.298422,243,5080,5323
700,2012-11-30,winter,2012,November,not holiday,friday,workday,clear & partly cloudy,0.323867,362,5306,5668
701,2012-12-01,winter,2012,Desember,not holiday,saturday,restday,mist & cloudy,0.316904,951,4240,5191
702,2012-12-02,winter,2012,Desember,not holiday,sunday,restday,mist & cloudy,0.359208,892,3757,4649
703,2012-12-03,winter,2012,Desember,not holiday,monday,workday,clear & partly cloudy,0.455796,555,5679,6234
704,2012-12-04,winter,2012,Desember,not holiday,tuesday,workday,clear & partly cloudy,0.469054,551,6055,6606
705,2012-12-05,winter,2012,Desember,not holiday,wednesday,workday,clear & partly cloudy,0.428012,331,5398,5729
706,2012-12-06,winter,2012,Desember,not holiday,thursday,workday,clear & partly cloudy,0.258204,340,5035,5375
707,2012-12-07,winter,2012,Desember,not holiday,friday,workday,mist & cloudy,0.321958,349,4659,5008
708,2012-12-08,winter,2012,Desember,not holiday,saturday,restday,mist & cloudy,0.389508,1153,4429,5582
709,2012-12-09,winter,2012,Desember,not holiday,sunday,restday,mist & cloudy,0.390146,441,2787,3228
710,2012-12-10,winter,2012,Desember,not holiday,monday,workday,mist & cloudy,0.435575,329,4841,5170
711,2012-12-11,winter,2012,Desember,not holiday,tuesday,workday,mist & cloudy,0.338363,282,5219,5501
712,2012-12-12,winter,2012,Desember,not holiday,wednesday,workday,mist & cloudy,0.297338,310,5009,5319
713,2012-12-13,winter,2012,Desember,not holiday,thursday,workday,clear & partly cloudy,0.294188,425,5107,5532
714,2012-12-14,winter,2012,Desember,not holiday,friday,workday,clear & partly cloudy,0.294192,429,5182,5611
715,2012-12-15,winter,2012,Desember,not holiday,saturday,restday,clear & partly cloudy,0.338383,767,4280,5047
716,2012-12-16,winter,2012,Desember,not holiday,sunday,restday,mist & cloudy,0.369938,538,3248,3786
717,2012-12-17,winter,2012,Desember,not holiday,monday,workday,mist & cloudy,0.4015,212,4373,4585
718,2012-12-18,winter,2012,Desember,not holiday,tuesday,workday,clear & partly cloudy,0.409708,433,5124,5557
719,2012-12-19,winter,2012,Desember,not holiday,wednesday,workday,clear & partly cloudy,0.342162,333,4934,5267
720,2012-12-20,winter,2012,Desember,not holiday,thursday,workday,mist & cloudy,0.335217,314,3814,4128
721,2012-12-21,springer,2012,Desember,not holiday,friday,workday,mist & cloudy,0.301767,221,3402,3623
722,2012-12-22,springer,2012,Desember,not holiday,saturday,restday,clear & partly cloudy,0.236113,205,1544,1749
723,2012-12-23,springer,2012,Desember,not holiday,sunday,restday,clear & partly cloudy,0.259471,408,1379,1787
724,2012-12-24,springer,2012,Desember,not holiday,monday,workday,mist & cloudy,0.2589,174,746,920
725,2012-12-25,springer,2012,Desember,holiday,tuesday,restday,mist & cloudy,0.294465,440,573,1013
726,2012-12-26,springer,2012,Desember,not holiday,wednesday,workday,light snow & light rain,0.220333,9,432,441
727,2012-12-27,springer,2012,Desember,not holiday,thursday,workday,mist & cloudy,0.226642,247,1867,2114
728,2012-12-28,springer,2012,Desember,not holiday,friday,workday,mist & cloudy,0.255046,644,2451,3095
729,2012-12-29,springer,2012,Desember,not holiday,saturday,restday,mist & cloudy,0.2424,159,1182,1341
730,2012-12-30,springer,2012,Desember,not holiday,sunday,restday,clear & partly cloudy,0.2317,364,1432,1796
731,2012-12-31,springer,2012,Desember,not holiday,monday,workday,mist & cloudy,0.223487,439,2290,2729
