id,date,season,year,month,hour,holiday,weekday,workingday,weather,atemp,casual,registered,count,kategori_atemp
6788,2011-10-15,winter,2011,10,9 am,not holiday,saturday,restday,clear & partly cloudy,0.5,50,157,207,Sedang
6789,2011-10-15,winter,2011,10,10 am,not holiday,saturday,restday,clear & partly cloudy,0.5152,115,207,322,Sedang
6790,2011-10-15,winter,2011,10,11 am,not holiday,saturday,restday,clear & partly cloudy,0.5303,153,221,374,Sedang
6791,2011-10-15,winter,2011,10,12 pm,not holiday,saturday,restday,clear & partly cloudy,0.5455,195,261,456,Sedang
6792,2011-10-15,winter,2011,10,1 pm,not holiday,saturday,restday,clear & partly cloudy,0.6212,171,223,394,Panas
6793,2011-10-15,winter,2011,10,2 pm,not holiday,saturday,restday,clear & partly cloudy,0.6212,242,230,472,Panas
6794,2011-10-15,winter,2011,10,3 pm,not holiday,saturday,restday,clear & partly cloudy,0.6212,166,211,377,Panas
6795,2011-10-15,winter,2011,10,4 pm,not holiday,saturday,restday,clear & partly cloudy,0.6212,179,264,443,Panas
6796,2011-10-15,winter,2011,10,5 pm,not holiday,saturday,restday,clear & partly cloudy,0.5455,177,264,441,Sedang
6797,2011-10-15,winter,2011,10,6 pm,not holiday,saturday,restday,clear & partly cloudy,0.5152,121,251,372,Sedang
6798,2011-10-15,winter,2011,10,7 pm,not holiday,saturday,restday,clear & partly cloudy,0.4848,61,177,238,Sedang
6799,2011-10-15,winter,2011,10,8 pm,not holiday,saturday,restday,clear & partly cloudy,0.4848,42,137,179,Sedang
6800,2011-10-15,winter,2011,10,9 pm,not holiday,saturday,restday,clear & partly cloudy,0.4848,53,115,168,Sedang
6801,2011-10-15,winter,2011,10,10 pm,not holiday,saturday,restday,clear & partly cloudy,0.4848,45,121,166,Sedang
6802,2011-10-15,winter,2011,10,11 pm,not holiday,saturday,restday,clear & partly cloudy,0.4697,33,102,135,Sedang
6803,2011-10-16,winter,2011,10,12 am,not holiday,sunday,restday,clear & partly cloudy,0.4545,22,85,107,Sedang
6804,2011-10-16,winter,2011,10,1 am,not holiday,sunday,restday,clear & partly cloudy,0.4394,13,64,77,Sedang
6805,2011-10-16,winter,2011,10,2 am,not holiday,sunday,restday,clear & partly cloudy,0.4242,13,52,65,Sedang
6806,2011-10-16,winter,2011,10,3 am,not holiday,sunday,restday,clear & partly cloudy,0.4242,11,31,42,Sedang
6807,2011-10-16,winter,2011,10,4 am,not holiday,sunday,restday,clear & partly cloudy,0.4242,5,7,12,Sedang
6808,2011-10-16,winter,2011,10,5 am,not holiday,sunday,restday,clear & partly cloudy,0.4242,1,6,7,Sedang
6809,2011-10-16,winter,2011,10,6 am,not holiday,sunday,restday,clear & partly cloudy,0.3939,3,7,10,Sedang
6810,2011-10-16,winter,2011,10,7 am,not holiday,sunday,restday,clear & partly cloudy,0.4091,9,39,48,Sedang
6811,2011-10-16,winter,2011,10,8 am,not holiday,sunday,restday,clear & partly cloudy,0.4394,28,71,99,Sedang
6812,2011-10-16,winter,2011,10,9 am,not holiday,sunday,restday,clear & partly cloudy,0.4848,39,151,190,Sedang
6813,2011-10-16,winter,2011,10,10 am,not holiday,sunday,restday,clear & partly cloudy,0.5152,121,226,347,Sedang
6814,2011-10-16,winter,2011,10,11 am,not holiday,sunday,restday,clear & partly cloudy,0.5303,159,218,377,Sedang
6815,2011-10-16,winter,2011,10,12 pm,not holiday,sunday,restday,clear & partly cloudy,0.5455,167,277,444,Sedang
6816,2011-10-16,winter,2011,10,1 pm,not holiday,sunday,restday,clear & partly cloudy,0.6212,169,269,438,Panas
6817,2011-10-16,winter,2011,10,2 pm,not holiday,sunday,restday,clear & partly cloudy,0.6212,204,258,462,Panas
6818,2011-10-16,winter,2011,10,3 pm,not holiday,sunday,restday,clear & partly cloudy,0.6212,182,230,412,Panas
6819,2011-10-16,winter,2011,10,4 pm,not holiday,sunday,restday,clear & partly cloudy,0.6212,177,289,466,Panas
6820,2011-10-16,winter,2011,10,5 pm,not holiday,sunday,restday,clear & partly cloudy,0.5455,152,253,405,Sedang
6821,2011-10-16,winter,2011,10,6 pm,not holiday,sunday,restday,clear & partly cloudy,0.5303,102,226,328,Sedang
6822,2011-10-16,winter,2011,10,7 pm,not holiday,sunday,restday,clear & partly cloudy,0.5152,52,181,233,Sedang
6823,2011-10-16,winter,2011,10,8 pm,not holiday,sunday,restday,clear & partly cloudy,0.5152,49,129,178,Sedang
6824,2011-10-16,winter,2011,10,9 pm,not holiday,sunday,restday,clear & partly cloudy,0.5152,14,88,102,Sedang
6825,2011-10-16,winter,2011,10,10 pm,not holiday,sunday,restday,clear & partly cloudy,0.5303,42,88,130,Sedang
6826,2011-10-16,winter,2011,10,11 pm,not holiday,sunday,restday,clear & partly cloudy,0.5303,14,48,62,Sedang
6827,2011-10-17,winter,2011,10,12 am,not holiday,monday,workday,clear & partly cloudy,0.5152,12,25,37,Sedang
6828,2011-10-17,winter,2011,10,1 am,not holiday,monday,workday,clear & partly cloudy,0.5303,2,15,17,Sedang
6829,2011-10-17,winter,2011,10,2 am,not holiday,monday,workday,clear & partly cloudy,0.5303,4,3,7,Sedang
6830,2011-10-17,winter,2011,10,3 am,not holiday,monday,workday,clear & partly cloudy,0.5303,0,2,2,Sedang
6831,2011-10-17,winter,2011,10,4 am,not holiday,monday,workday,clear & partly cloudy,0.5,2,3,5,Sedang
6832,2011-10-17,winter,2011,10,5 am,not holiday,monday,workday,clear & partly cloudy,0.4848,1,28,29,Sedang
6833,2011-10-17,winter,2011,10,6 am,not holiday,monday,workday,clear & partly cloudy,0.4848,7,107,114,Sedang
6834,2011-10-17,winter,2011,10,7 am,not holiday,monday,workday,mist & cloudy,0.4848,10,299,309,Sedang
6835,2011-10-17,winter,2011,10,8 am,not holiday,monday,workday,mist & cloudy,0.4848,33,381,414,Sedang
6836,2011-10-17,winter,2011,10,9 am,not holiday,monday,workday,mist & cloudy,0.4848,26,180,206,Sedang
6837,2011-10-17,winter,2011,10,10 am,not holiday,monday,workday,clear & partly cloudy,0.5,43,92,135,Sedang
6838,2011-10-17,winter,2011,10,11 am,not holiday,monday,workday,clear & partly cloudy,0.5303,35,131,166,Sedang
6839,2011-10-17,winter,2011,10,12 pm,not holiday,monday,workday,clear & partly cloudy,0.5303,39,166,205,Sedang
6840,2011-10-17,winter,2011,10,1 pm,not holiday,monday,workday,clear & partly cloudy,0.5303,49,156,205,Sedang
6841,2011-10-17,winter,2011,10,2 pm,not holiday,monday,workday,clear & partly cloudy,0.5455,44,122,166,Sedang
6842,2011-10-17,winter,2011,10,3 pm,not holiday,monday,workday,clear & partly cloudy,0.5303,66,142,208,Sedang
6843,2011-10-17,winter,2011,10,4 pm,not holiday,monday,workday,clear & partly cloudy,0.5455,64,238,302,Sedang
6844,2011-10-17,winter,2011,10,5 pm,not holiday,monday,workday,clear & partly cloudy,0.5303,80,540,620,Sedang
6845,2011-10-17,winter,2011,10,6 pm,not holiday,monday,workday,clear & partly cloudy,0.5303,49,469,518,Sedang
6846,2011-10-17,winter,2011,10,7 pm,not holiday,monday,workday,clear & partly cloudy,0.5152,45,288,333,Sedang
6847,2011-10-17,winter,2011,10,8 pm,not holiday,monday,workday,clear & partly cloudy,0.5,40,189,229,Sedang
6848,2011-10-17,winter,2011,10,9 pm,not holiday,monday,workday,clear & partly cloudy,0.4848,36,141,177,Sedang
6849,2011-10-17,winter,2011,10,10 pm,not holiday,monday,workday,clear & partly cloudy,0.4848,16,88,104,Sedang
6850,2011-10-17,winter,2011,10,11 pm,not holiday,monday,workday,mist & cloudy,0.4697,10,52,62,Sedang
6851,2011-10-18,winter,2011,10,12 am,not holiday,tuesday,workday,clear & partly cloudy,0.4697,8,23,31,Sedang
6852,2011-10-18,winter,2011,10,1 am,not holiday,tuesday,workday,mist & cloudy,0.4545,4,7,11,Sedang
6853,2011-10-18,winter,2011,10,2 am,not holiday,tuesday,workday,clear & partly cloudy,0.4394,1,4,5,Sedang
6854,2011-10-18,winter,2011,10,3 am,not holiday,tuesday,workday,clear & partly cloudy,0.4394,0,1,1,Sedang
6855,2011-10-18,winter,2011,10,4 am,not holiday,tuesday,workday,mist & cloudy,0.4394,0,4,4,Sedang
6856,2011-10-18,winter,2011,10,5 am,not holiday,tuesday,workday,mist & cloudy,0.4545,2,19,21,Sedang
6857,2011-10-18,winter,2011,10,6 am,not holiday,tuesday,workday,clear & partly cloudy,0.4545,4,105,109,Sedang
6858,2011-10-18,winter,2011,10,7 am,not holiday,tuesday,workday,clear & partly cloudy,0.4545,15,326,341,Sedang
6859,2011-10-18,winter,2011,10,8 am,not holiday,tuesday,workday,clear & partly cloudy,0.4848,25,474,499,Sedang
6860,2011-10-18,winter,2011,10,9 am,not holiday,tuesday,workday,mist & cloudy,0.5,29,198,227,Sedang
6861,2011-10-18,winter,2011,10,10 am,not holiday,tuesday,workday,mist & cloudy,0.5303,27,75,102,Sedang
6862,2011-10-18,winter,2011,10,11 am,not holiday,tuesday,workday,mist & cloudy,0.6212,35,112,147,Panas
6863,2011-10-18,winter,2011,10,12 pm,not holiday,tuesday,workday,mist & cloudy,0.6212,42,159,201,Panas
6864,2011-10-18,winter,2011,10,1 pm,not holiday,tuesday,workday,mist & cloudy,0.6212,48,171,219,Panas
6865,2011-10-18,winter,2011,10,2 pm,not holiday,tuesday,workday,mist & cloudy,0.6212,32,137,169,Panas
6866,2011-10-18,winter,2011,10,3 pm,not holiday,tuesday,workday,clear & partly cloudy,0.6212,66,139,205,Panas
6867,2011-10-18,winter,2011,10,4 pm,not holiday,tuesday,workday,clear & partly cloudy,0.6212,58,246,304,Panas
6868,2011-10-18,winter,2011,10,5 pm,not holiday,tuesday,workday,clear & partly cloudy,0.6061,72,553,625,Panas
6869,2011-10-18,winter,2011,10,6 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5303,58,512,570,Sedang
6870,2011-10-18,winter,2011,10,7 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5303,31,286,317,Sedang
6871,2011-10-18,winter,2011,10,8 pm,not holiday,tuesday,workday,clear & partly cloudy,0.5152,23,204,227,Sedang
6872,2011-10-18,winter,2011,10,9 pm,not holiday,tuesday,workday,mist & cloudy,0.5152,28,178,206,Sedang
6873,2011-10-18,winter,2011,10,10 pm,not holiday,tuesday,workday,mist & cloudy,0.5,22,115,137,Sedang
6874,2011-10-18,winter,2011,10,11 pm,not holiday,tuesday,workday,mist & cloudy,0.5,7,63,70,Sedang
6875,2011-10-19,winter,2011,10,12 am,not holiday,wednesday,workday,mist & cloudy,0.5,11,23,34,Sedang
6876,2011-10-19,winter,2011,10,1 am,not holiday,wednesday,workday,mist & cloudy,0.5,7,9,16,Sedang
6877,2011-10-19,winter,2011,10,2 am,not holiday,wednesday,workday,mist & cloudy,0.5,1,6,7,Sedang
6878,2011-10-19,winter,2011,10,4 am,not holiday,wednesday,workday,light snow & light rain,0.4848,0,3,3,Sedang
6879,2011-10-19,winter,2011,10,5 am,not holiday,wednesday,workday,light snow & light rain,0.4848,0,3,3,Sedang
6880,2011-10-19,winter,2011,10,6 am,not holiday,wednesday,workday,light snow & light rain,0.5,3,28,31,Sedang
6881,2011-10-19,winter,2011,10,7 am,not holiday,wednesday,workday,light snow & light rain,0.5,1,67,68,Sedang
6882,2011-10-19,winter,2011,10,8 am,not holiday,wednesday,workday,light snow & light rain,0.5152,10,200,210,Sedang
6883,2011-10-19,winter,2011,10,9 am,not holiday,wednesday,workday,light snow & light rain,0.5,17,185,202,Sedang
6884,2011-10-19,winter,2011,10,10 am,not holiday,wednesday,workday,light snow & light rain,0.5,14,109,123,Sedang
6885,2011-10-19,winter,2011,10,11 am,not holiday,wednesday,workday,light snow & light rain,0.5,33,116,149,Sedang
6886,2011-10-19,winter,2011,10,12 pm,not holiday,wednesday,workday,light snow & light rain,0.5,13,117,130,Sedang
6887,2011-10-19,winter,2011,10,1 pm,not holiday,wednesday,workday,mist & cloudy,0.5152,20,86,106,Sedang
6888,2011-10-19,winter,2011,10,2 pm,not holiday,wednesday,workday,light snow & light rain,0.5152,17,80,97,Sedang
6889,2011-10-19,winter,2011,10,3 pm,not holiday,wednesday,workday,light snow & light rain,0.5152,21,99,120,Sedang
6890,2011-10-19,winter,2011,10,4 pm,not holiday,wednesday,workday,light snow & light rain,0.5303,21,180,201,Sedang
6891,2011-10-19,winter,2011,10,5 pm,not holiday,wednesday,workday,light snow & light rain,0.5303,11,170,181,Sedang
6892,2011-10-19,winter,2011,10,6 pm,not holiday,wednesday,workday,light snow & light rain,0.5303,8,132,140,Sedang
6893,2011-10-19,winter,2011,10,7 pm,not holiday,wednesday,workday,mist & cloudy,0.5455,8,189,197,Sedang
6894,2011-10-19,winter,2011,10,8 pm,not holiday,wednesday,workday,light snow & light rain,0.5152,5,140,145,Sedang
6895,2011-10-19,winter,2011,10,9 pm,not holiday,wednesday,workday,mist & cloudy,0.5455,6,79,85,Sedang
6896,2011-10-19,winter,2011,10,10 pm,not holiday,wednesday,workday,mist & cloudy,0.5455,13,94,107,Sedang
6897,2011-10-19,winter,2011,10,11 pm,not holiday,wednesday,workday,mist & cloudy,0.5455,14,55,69,Sedang
6898,2011-10-20,winter,2011,10,12 am,not holiday,thursday,workday,clear & partly cloudy,0.5303,4,22,26,Sedang
6899,2011-10-20,winter,2011,10,1 am,not holiday,thursday,workday,clear & partly cloudy,0.5303,4,11,15,Sedang
6900,2011-10-20,winter,2011,10,2 am,not holiday,thursday,workday,clear & partly cloudy,0.5303,0,4,4,Sedang
6901,2011-10-20,winter,2011,10,3 am,not holiday,thursday,workday,clear & partly cloudy,0.4848,0,1,1,Sedang
6902,2011-10-20,winter,2011,10,4 am,not holiday,thursday,workday,clear & partly cloudy,0.4848,2,6,8,Sedang
6903,2011-10-20,winter,2011,10,5 am,not holiday,thursday,workday,clear & partly cloudy,0.4697,2,24,26,Sedang
6904,2011-10-20,winter,2011,10,6 am,not holiday,thursday,workday,clear & partly cloudy,0.4394,5,87,92,Sedang
6905,2011-10-20,winter,2011,10,7 am,not holiday,thursday,workday,clear & partly cloudy,0.4242,15,303,318,Sedang
6906,2011-10-20,winter,2011,10,8 am,not holiday,thursday,workday,clear & partly cloudy,0.4394,17,409,426,Sedang
6907,2011-10-20,winter,2011,10,9 am,not holiday,thursday,workday,clear & partly cloudy,0.4394,26,197,223,Sedang
6908,2011-10-20,winter,2011,10,10 am,not holiday,thursday,workday,clear & partly cloudy,0.4545,25,105,130,Sedang
6909,2011-10-20,winter,2011,10,11 am,not holiday,thursday,workday,clear & partly cloudy,0.4697,30,99,129,Sedang
6910,2011-10-20,winter,2011,10,12 pm,not holiday,thursday,workday,clear & partly cloudy,0.4697,28,171,199,Sedang
6911,2011-10-20,winter,2011,10,1 pm,not holiday,thursday,workday,clear & partly cloudy,0.4848,28,136,164,Sedang
6912,2011-10-20,winter,2011,10,2 pm,not holiday,thursday,workday,mist & cloudy,0.4697,38,117,155,Sedang
6913,2011-10-20,winter,2011,10,3 pm,not holiday,thursday,workday,mist & cloudy,0.4697,22,138,160,Sedang
6914,2011-10-20,winter,2011,10,4 pm,not holiday,thursday,workday,mist & cloudy,0.4697,31,203,234,Sedang
6915,2011-10-20,winter,2011,10,5 pm,not holiday,thursday,workday,mist & cloudy,0.4697,56,438,494,Sedang
6916,2011-10-20,winter,2011,10,6 pm,not holiday,thursday,workday,mist & cloudy,0.4545,39,430,469,Sedang
6917,2011-10-20,winter,2011,10,7 pm,not holiday,thursday,workday,clear & partly cloudy,0.4545,20,278,298,Sedang
6918,2011-10-20,winter,2011,10,8 pm,not holiday,thursday,workday,mist & cloudy,0.4545,34,207,241,Sedang
6919,2011-10-20,winter,2011,10,9 pm,not holiday,thursday,workday,clear & partly cloudy,0.4394,16,149,165,Sedang
6920,2011-10-20,winter,2011,10,10 pm,not holiday,thursday,workday,clear & partly cloudy,0.4394,22,106,128,Sedang
6921,2011-10-20,winter,2011,10,11 pm,not holiday,thursday,workday,clear & partly cloudy,0.4242,7,83,90,Sedang
6922,2011-10-21,winter,2011,10,12 am,not holiday,friday,workday,clear & partly cloudy,0.4091,8,42,50,Sedang
6923,2011-10-21,winter,2011,10,1 am,not holiday,friday,workday,clear & partly cloudy,0.4091,7,19,26,Sedang
6924,2011-10-21,winter,2011,10,2 am,not holiday,friday,workday,clear & partly cloudy,0.3939,6,12,18,Sedang
6925,2011-10-21,winter,2011,10,3 am,not holiday,friday,workday,clear & partly cloudy,0.3485,0,7,7,Sedang
6926,2011-10-21,winter,2011,10,4 am,not holiday,friday,workday,clear & partly cloudy,0.3485,0,6,6,Sedang
6927,2011-10-21,winter,2011,10,5 am,not holiday,friday,workday,clear & partly cloudy,0.3333,0,31,31,Sedang
6928,2011-10-21,winter,2011,10,6 am,not holiday,friday,workday,clear & partly cloudy,0.3485,7,78,85,Sedang
6929,2011-10-21,winter,2011,10,7 am,not holiday,friday,workday,clear & partly cloudy,0.3485,5,228,233,Sedang
6930,2011-10-21,winter,2011,10,8 am,not holiday,friday,workday,clear & partly cloudy,0.4091,16,386,402,Sedang
6931,2011-10-21,winter,2011,10,9 am,not holiday,friday,workday,mist & cloudy,0.4242,33,189,222,Sedang
6932,2011-10-21,winter,2011,10,10 am,not holiday,friday,workday,clear & partly cloudy,0.4545,32,106,138,Sedang
6933,2011-10-21,winter,2011,10,11 am,not holiday,friday,workday,clear & partly cloudy,0.4848,39,135,174,Sedang
6934,2011-10-21,winter,2011,10,12 pm,not holiday,friday,workday,clear & partly cloudy,0.4848,47,193,240,Sedang
6935,2011-10-21,winter,2011,10,1 pm,not holiday,friday,workday,clear & partly cloudy,0.4697,43,163,206,Sedang
6936,2011-10-21,winter,2011,10,2 pm,not holiday,friday,workday,clear & partly cloudy,0.5,67,131,198,Sedang
6937,2011-10-21,winter,2011,10,3 pm,not holiday,friday,workday,clear & partly cloudy,0.4848,57,178,235,Sedang
6938,2011-10-21,winter,2011,10,4 pm,not holiday,friday,workday,clear & partly cloudy,0.4848,60,242,302,Sedang
6939,2011-10-21,winter,2011,10,5 pm,not holiday,friday,workday,mist & cloudy,0.4545,79,445,524,Sedang
6940,2011-10-21,winter,2011,10,6 pm,not holiday,friday,workday,mist & cloudy,0.4394,43,354,397,Sedang
6941,2011-10-21,winter,2011,10,7 pm,not holiday,friday,workday,mist & cloudy,0.4394,25,228,253,Sedang
6942,2011-10-21,winter,2011,10,8 pm,not holiday,friday,workday,mist & cloudy,0.4394,29,155,184,Sedang
6943,2011-10-21,winter,2011,10,9 pm,not holiday,friday,workday,clear & partly cloudy,0.4242,31,112,143,Sedang
6944,2011-10-21,winter,2011,10,10 pm,not holiday,friday,workday,clear & partly cloudy,0.4242,24,89,113,Sedang
6945,2011-10-21,winter,2011,10,11 pm,not holiday,friday,workday,clear & partly cloudy,0.4091,18,99,117,Sedang
6946,2011-10-22,winter,2011,10,12 am,not holiday,saturday,restday,clear & partly cloudy,0.4091,16,80,96,Sedang
6947,2011-10-22,winter,2011,10,1 am,not holiday,saturday,restday,clear & partly cloudy,0.4091,20,50,70,Sedang
6948,2011-10-22,winter,2011,10,2 am,not holiday,saturday,restday,clear & partly cloudy,0.4091,6,25,31,Sedang
6949,2011-10-22,winter,2011,10,3 am,not holiday,saturday,restday,clear & partly cloudy,0.4091,1,19,20,Sedang
6950,2011-10-22,winter,2011,10,4 am,not holiday,saturday,restday,clear & partly cloudy,0.3939,4,4,8,Sedang
6951,2011-10-22,winter,2011,10,5 am,not holiday,saturday,restday,clear & partly cloudy,0.3939,1,7,8,Sedang
6952,2011-10-22,winter,2011,10,6 am,not holiday,saturday,restday,clear & partly cloudy,0.3788,1,17,18,Sedang
6953,2011-10-22,winter,2011,10,7 am,not holiday,saturday,restday,clear & partly cloudy,0.3636,8,49,57,Sedang
6954,2011-10-22,winter,2011,10,8 am,not holiday,saturday,restday,clear & partly cloudy,0.4091,26,88,114,Sedang
6955,2011-10-22,winter,2011,10,9 am,not holiday,saturday,restday,clear & partly cloudy,0.4242,47,122,169,Sedang
6956,2011-10-22,winter,2011,10,10 am,not holiday,saturday,restday,mist & cloudy,0.4394,87,149,236,Sedang
6957,2011-10-22,winter,2011,10,11 am,not holiday,saturday,restday,mist & cloudy,0.4394,110,172,282,Sedang
6958,2011-10-22,winter,2011,10,12 pm,not holiday,saturday,restday,clear & partly cloudy,0.4545,132,211,343,Sedang
6959,2011-10-22,winter,2011,10,1 pm,not holiday,saturday,restday,clear & partly cloudy,0.4848,136,186,322,Sedang
6960,2011-10-22,winter,2011,10,2 pm,not holiday,saturday,restday,mist & cloudy,0.4697,133,177,310,Sedang
6961,2011-10-22,winter,2011,10,3 pm,not holiday,saturday,restday,clear & partly cloudy,0.4697,159,223,382,Sedang
6962,2011-10-22,winter,2011,10,4 pm,not holiday,saturday,restday,clear & partly cloudy,0.4848,169,190,359,Sedang
6963,2011-10-22,winter,2011,10,5 pm,not holiday,saturday,restday,clear & partly cloudy,0.4545,143,217,360,Sedang
6964,2011-10-22,winter,2011,10,6 pm,not holiday,saturday,restday,clear & partly cloudy,0.4394,111,224,335,Sedang
6965,2011-10-22,winter,2011,10,7 pm,not holiday,saturday,restday,clear & partly cloudy,0.4394,47,173,220,Sedang
6966,2011-10-22,winter,2011,10,8 pm,not holiday,saturday,restday,clear & partly cloudy,0.4242,48,111,159,Sedang
6967,2011-10-22,winter,2011,10,9 pm,not holiday,saturday,restday,clear & partly cloudy,0.4091,37,120,157,Sedang
6968,2011-10-22,winter,2011,10,10 pm,not holiday,saturday,restday,clear & partly cloudy,0.4091,30,114,144,Sedang
6969,2011-10-22,winter,2011,10,11 pm,not holiday,saturday,restday,clear & partly cloudy,0.3939,27,81,108,Sedang
6970,2011-10-23,winter,2011,10,12 am,not holiday,sunday,restday,clear & partly cloudy,0.3788,24,64,88,Sedang
6971,2011-10-23,winter,2011,10,1 am,not holiday,sunday,restday,clear & partly cloudy,0.3788,11,60,71,Sedang
6972,2011-10-23,winter,2011,10,2 am,not holiday,sunday,restday,clear & partly cloudy,0.3485,10,40,50,Sedang
6973,2011-10-23,winter,2011,10,3 am,not holiday,sunday,restday,clear & partly cloudy,0.3636,15,31,46,Sedang
6974,2011-10-23,winter,2011,10,4 am,not holiday,sunday,restday,clear & partly cloudy,0.3636,5,1,6,Sedang
6975,2011-10-23,winter,2011,10,5 am,not holiday,sunday,restday,clear & partly cloudy,0.3485,1,2,3,Sedang
6976,2011-10-23,winter,2011,10,6 am,not holiday,sunday,restday,clear & partly cloudy,0.3333,0,12,12,Sedang
6977,2011-10-23,winter,2011,10,7 am,not holiday,sunday,restday,clear & partly cloudy,0.3485,3,18,21,Sedang
6978,2011-10-23,winter,2011,10,8 am,not holiday,sunday,restday,clear & partly cloudy,0.3485,32,56,88,Sedang
6979,2011-10-23,winter,2011,10,9 am,not holiday,sunday,restday,clear & partly cloudy,0.4091,48,95,143,Sedang
6980,2011-10-23,winter,2011,10,10 am,not holiday,sunday,restday,clear & partly cloudy,0.4242,104,185,289,Sedang
6981,2011-10-23,winter,2011,10,11 am,not holiday,sunday,restday,clear & partly cloudy,0.4545,131,202,333,Sedang
6982,2011-10-23,winter,2011,10,12 pm,not holiday,sunday,restday,clear & partly cloudy,0.4848,164,249,413,Sedang
6983,2011-10-23,winter,2011,10,1 pm,not holiday,sunday,restday,clear & partly cloudy,0.5,160,255,415,Sedang
6984,2011-10-23,winter,2011,10,2 pm,not holiday,sunday,restday,clear & partly cloudy,0.5,192,216,408,Sedang
6985,2011-10-23,winter,2011,10,3 pm,not holiday,sunday,restday,clear & partly cloudy,0.5,171,216,387,Sedang
6986,2011-10-23,winter,2011,10,4 pm,not holiday,sunday,restday,clear & partly cloudy,0.5,188,217,405,Sedang
6987,2011-10-23,winter,2011,10,5 pm,not holiday,sunday,restday,clear & partly cloudy,0.4848,120,220,340,Sedang
6988,2011-10-23,winter,2011,10,6 pm,not holiday,sunday,restday,clear & partly cloudy,0.4848,88,196,284,Sedang
6989,2011-10-23,winter,2011,10,7 pm,not holiday,sunday,restday,clear & partly cloudy,0.4545,53,140,193,Sedang
6990,2011-10-23,winter,2011,10,8 pm,not holiday,sunday,restday,clear & partly cloudy,0.4394,32,112,144,Sedang
6991,2011-10-23,winter,2011,10,9 pm,not holiday,sunday,restday,clear & partly cloudy,0.4394,24,75,99,Sedang
6992,2011-10-23,winter,2011,10,10 pm,not holiday,sunday,restday,clear & partly cloudy,0.4242,25,69,94,Sedang
6993,2011-10-23,winter,2011,10,11 pm,not holiday,sunday,restday,clear & partly cloudy,0.4242,18,31,49,Sedang
6994,2011-10-24,winter,2011,10,12 am,not holiday,monday,workday,clear & partly cloudy,0.4242,6,26,32,Sedang
6995,2011-10-24,winter,2011,10,1 am,not holiday,monday,workday,clear & partly cloudy,0.4091,7,8,15,Sedang
6996,2011-10-24,winter,2011,10,2 am,not holiday,monday,workday,clear & partly cloudy,0.4091,1,6,7,Sedang
6997,2011-10-24,winter,2011,10,3 am,not holiday,monday,workday,clear & partly cloudy,0.4091,1,3,4,Sedang
6998,2011-10-24,winter,2011,10,4 am,not holiday,monday,workday,clear & partly cloudy,0.4091,1,5,6,Sedang
6999,2011-10-24,winter,2011,10,5 am,not holiday,monday,workday,clear & partly cloudy,0.3939,2,19,21,Sedang
7000,2011-10-24,winter,2011,10,6 am,not holiday,monday,workday,clear & partly cloudy,0.4091,3,83,86,Sedang
7001,2011-10-24,winter,2011,10,7 am,not holiday,monday,workday,mist & cloudy,0.3939,11,274,285,Sedang
7002,2011-10-24,winter,2011,10,8 am,not holiday,monday,workday,mist & cloudy,0.4242,20,378,398,Sedang
7003,2011-10-24,winter,2011,10,9 am,not holiday,monday,workday,mist & cloudy,0.4394,29,166,195,Sedang
7004,2011-10-24,winter,2011,10,10 am,not holiday,monday,workday,mist & cloudy,0.4545,47,82,129,Sedang
7005,2011-10-24,winter,2011,10,11 am,not holiday,monday,workday,mist & cloudy,0.4848,59,109,168,Sedang
7006,2011-10-24,winter,2011,10,12 pm,not holiday,monday,workday,mist & cloudy,0.5,64,156,220,Sedang
7007,2011-10-24,winter,2011,10,1 pm,not holiday,monday,workday,mist & cloudy,0.5152,60,138,198,Sedang
7008,2011-10-24,winter,2011,10,2 pm,not holiday,monday,workday,mist & cloudy,0.5152,63,143,206,Sedang
7009,2011-10-24,winter,2011,10,3 pm,not holiday,monday,workday,clear & partly cloudy,0.5303,52,125,177,Sedang
7010,2011-10-24,winter,2011,10,4 pm,not holiday,monday,workday,clear & partly cloudy,0.5152,68,242,310,Sedang
7011,2011-10-24,winter,2011,10,5 pm,not holiday,monday,workday,clear & partly cloudy,0.5,87,527,614,Sedang
7012,2011-10-24,winter,2011,10,6 pm,not holiday,monday,workday,clear & partly cloudy,0.5152,58,428,486,Sedang
7013,2011-10-24,winter,2011,10,7 pm,not holiday,monday,workday,light snow & light rain,0.4697,25,212,237,Sedang
7014,2011-10-24,winter,2011,10,8 pm,not holiday,monday,workday,clear & partly cloudy,0.4697,11,118,129,Sedang
7015,2011-10-24,winter,2011,10,9 pm,not holiday,monday,workday,clear & partly cloudy,0.4545,12,114,126,Sedang
7016,2011-10-24,winter,2011,10,10 pm,not holiday,monday,workday,clear & partly cloudy,0.4697,3,76,79,Sedang
7017,2011-10-24,winter,2011,10,11 pm,not holiday,monday,workday,clear & partly cloudy,0.4545,9,50,59,Sedang
7018,2011-10-25,winter,2011,10,12 am,not holiday,tuesday,workday,clear & partly cloudy,0.4394,4,26,30,Sedang
7019,2011-10-25,winter,2011,10,1 am,not holiday,tuesday,workday,clear & partly cloudy,0.4394,5,6,11,Sedang
7020,2011-10-25,winter,2011,10,2 am,not holiday,tuesday,workday,clear & partly cloudy,0.4242,2,3,5,Sedang
